Potencia,Maximo,DesvioPadrao,Curtose,Assimetria,Classe
5529284.5,9183.265,1088.6179,0.22461981672156917,0.6260523376198258,0
5544963.5,10963.855,1089.9025,0.24764782258325857,0.6297427124351684,0
5531963.0,11156.697,1089.552,0.27057973935913227,0.6354406223419936,0
5539563.0,18546.21,1090.4392,0.3158349276982748,0.636194916247424,0
5532633.0,8857.06,1089.7247,0.24399526788893056,0.6282034068198714,0
5526262.5,8441.026,1088.0448,0.23760578817531552,0.6272779864527394,0
5531488.5,9680.314,1090.069,0.25071605718265655,0.6325558008507315,0
5534022.5,8893.692,1088.2712,0.2332826583632941,0.627091431693189,0
5561808.5,8477.854,1092.6382,0.22668129432162765,0.6257514582823595,0
5547028.0,8664.928,1089.8845,0.25438410308798876,0.6319099806608295,0
5535948.0,8746.8545,1089.6775,0.25269032714406725,0.6337779851459535,0
